Protein	Gene	ProteinName	EntrezID	ProteinRef	Cal33.HSC6_log2FC	Cal33.HSC6_adj.pvalue	NumBR_Cal33	NumBR_HSC6
Q6P158	DHX57	DExH-box helicase 57	90957	Q6P158	-Inf	0	0	4
Q6P1L5	FAM117B	family with sequence similarity 117 member B	150864	Q6P1L5	1.25512238036121	0.0428275952994053	4	1
Q6P1M3	LLGL2	LLGL scribble cell polarity complex component 2	3993	Q6P1M3	-0.838592793010386	0.0033034642396322	4	4
Q6P1N0	CC2D1A	coiled-coil and C2 domain containing 1A	54862	Q6P1N0	-0.382529574356214	0.242051449201099	4	4
Q6P1R3	MSANTD2	Myb/SANT DNA binding domain containing 2	79684	Q6P1R3	0.822849075863458	0.0220711766173207	3	4
Q6P1X5	TAF2	TATA-box binding protein associated factor 2	6873	Q6P1X5	-0.472367951058419	0.0909927791043804	4	4
Q6P2E9	EDC4	enhancer of mRNA decapping 4	23644	Q6P2E9	0.324902811128951	0.20937600500325	4	4
Q6P2H3	CEP85	centrosomal protein 85	64793	Q6P2H3	-0.441318205714519	0.2649780098075	3	4
Q6P2Q9	PRPF8	pre-mRNA processing factor 8	10594	Q6P2Q9	2.08134470092579	0.179466103163988	1	2
Q6P3S6	FBXO42	F-box protein 42	54455	Q6P3S6	-0.768847819405434	0.226249513737242	4	4
Q6P3W7	SCYL2	SCY1 like pseudokinase 2	55681	Q6P3W7	-0.777555909672544	0.0232537827875374	4	4
Q6P3X8	PGBD2	piggyBac transposable element derived 2	267002	Q6P3X8	-Inf	0	0	4
Q6P4F7	ARHGAP11A	Rho GTPase activating protein 11A	9824	Q6P4F7	-0.721920910928625	0.136241037541173	4	4
Q6P4Q7	CNNM4	cyclin and CBS domain divalent metal cation transport mediator 4	26504	Q6P4Q7	0.708110447703512	0.189240742772932	4	4
Q6P4R8	NFRKB	nuclear factor related to kappaB binding protein	4798	Q6P4R8	0.190356590722918	0.463023063540836	4	4
Q6P582	MZT2A	mitotic spindle organizing protein 2A	653784	Q6P582	0.725429438437775	0.165635056233928	3	4
Q6P597	KLC3	kinesin light chain 3	147700	Q6P597	1.30323969663144	0.0143573946204619	4	3
Q6P6C2	ALKBH5	alkB homolog 5, RNA demethylase	54890	Q6P6C2	-1.26079836363283	0.0175210808088569	4	4
Q6P996	PDXDC1	pyridoxal dependent decarboxylase domain containing 1	23042	Q6P996	0.118465262410823	0.630623378359526	4	4
Q6P9B6	MEAK7	MTOR associated protein, eak-7 homolog	57707	Q6P9B6	0.374966362356697	0.61039787591095	4	4
Q6P9B9	INTS5	integrator complex subunit 5	80789	Q6P9B9	0.312701679959046	0.420502308292253	4	4
Q6P9G4	TMEM154	transmembrane protein 154	201799	Q6P9G4	0.0818116952418071	0.569063020939986	4	4
Q6P9H4	CNKSR3	CNKSR family member 3	154043	Q6P9H4	0.113271705759533	0.730999774081158	2	4
Q6PCB5	RSBN1L	round spermatid basic protein 1 like	222194	Q6PCB5	3.01819474978776	0.00057574646377266	4	4
Q6PCD5	RFWD3	ring finger and WD repeat domain 3	55159	Q6PCD5	Inf	0	4	0
Q6PD62	CTR9	CTR9 homolog, Paf1/RNA polymerase II complex component	9646	Q6PD62	-1.5905424552123	0.00166329052554572	4	4
Q6PFW1	PPIP5K1	diphosphoinositol pentakisphosphate kinase 1	9677	Q6PFW1	0.521240941227566	0.164481037185999	4	3
Q6PI48	DARS2	aspartyl-tRNA synthetase 2, mitochondrial	55157	Q6PI48	-0.592282582487887	0.44002025942396	3	3
Q6PI98	INO80C	INO80 complex subunit C	125476	Q6PI98	-0.333768468318399	0.687171980177779	4	3
Q6PID6	TTC33	tetratricopeptide repeat domain 33	23548	Q6PID6	0.37346613634321	0.236417221374268	4	4
Q6PIJ6	FBXO38	F-box protein 38	81545	Q6PIJ6	-0.208784723633324	0.583727661897174	4	4
Q6PJ61	FBXO46	F-box protein 46	23403	Q6PJ61	1.14415541984396	0.0156046016514224	4	4
Q6PJF5	RHBDF2	rhomboid 5 homolog 2	79651	Q6PJF5	0.233203733525161	0.406099161260311	4	4
Q6PJG2	MIDEAS	mitotic deacetylase associated SANT domain protein	91748	Q6PJG2	-0.427421886812675	0.0369568939639904	4	4
Q6PJG6	BRAT1	BRCA1 associated ATM activator 1	221927	Q6PJG6	1.16674343517056	0.0175210808088569	4	4
Q6PJI9	WDR59	WD repeat domain 59	79726	Q6PJI9	-0.415487517204099	0.290777147647011	4	4
Q6PJP8	DCLRE1A	DNA cross-link repair 1A	9937	Q6PJP8	0.510838187251301	0.335697865605912	4	4
Q6PJT7	ZC3H14	zinc finger CCCH-type containing 14	79882	Q6PJT7	-0.414412713078096	0.00130954299410087	4	4
Q6PK04	CCDC137	coiled-coil domain containing 137	339230	Q6PK04	-0.399866133916876	0.351101144617519	4	4
Q6PKG0	LARP1	La ribonucleoprotein 1, translational regulator	23367	Q6PKG0	-0.126756799081739	0.0925210892248535	4	4
Q6PL18	ATAD2	ATPase family AAA domain containing 2	29028	Q6PL18	-0.856171348190226	0.00160372297294842	4	4
Q6Q0C0	TRAF7	TNF receptor associated factor 7	84231	Q6Q0C0	0.521881681892291	0.118135795349841	4	4
Q6QNY0	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3	388552	Q6QNY0	-Inf	0	0	3
Q6R327	RICTOR	RPTOR independent companion of MTOR complex 2	253260	Q6R327	-0.0468219860423737	0.939962407452251	4	4
Q6RFH5	WDR74	WD repeat domain 74	54663	Q6RFH5	-0.820373396719401	0.0596734539875186	4	4
Q6RI45	BRWD3	bromodomain and WD repeat domain containing 3	254065	Q6RI45	Inf	0	2	0
Q6SPF0	SAMD1	sterile alpha motif domain containing 1	90378	Q6SPF0	-0.410432405954139	0.371658073245993	4	4
Q6T4R5	NHS	NHS actin remodeling regulator	4810	Q6T4R5	0.149675616169523	0.582749222196878	4	4
Q6UB98	ANKRD12	ankyrin repeat domain 12	23253	Q6UB98	0.216364614280727	0.648197182745419	4	4
Q6UB99	ANKRD11	ankyrin repeat domain 11	29123	Q6UB99	0.926907260740198	0.0956553572037792	4	4
Q6ULP2	AFTPH	aftiphilin	54812	Q6ULP2	-Inf	0	0	3
Q6UN15	FIP1L1	factor interacting with PAPOLA and CPSF1	81608	Q6UN15	-0.226201661229043	0.311098115045778	4	4
Q6UUV7	CRTC3	CREB regulated transcription coactivator 3	64784	Q6UUV7	1.04092467204959	0.0676484067267223	4	4
Q6UUV9	CRTC1	CREB regulated transcription coactivator 1	23373	Q6UUV9	0.333906206838461	0.252651169803779	4	4
Q6UWZ7	ABRAXAS1	abraxas 1, BRCA1 A complex subunit	84142	Q6UWZ7	-0.112736972820149	0.437893388226901	4	4
Q6VMQ6	ATF7IP	activating transcription factor 7 interacting protein	55729	Q6VMQ6	-0.549476133855336	0.138387830284655	4	4
Q6VN20	RANBP10	RAN binding protein 10	57610	Q6VN20	-1.3503587070448	0.0343822708226872	4	4
Q6VY07	PACS1	phosphofurin acidic cluster sorting protein 1	55690	Q6VY07	-0.627446048690161	0.0767914903492642	4	4
Q6W2J9	BCOR	BCL6 corepressor	54880	Q6W2J9	0.356655762389087	0.126623577309372	4	4
Q6WCQ1	MPRIP	myosin phosphatase Rho interacting protein	23164	Q6WCQ1	-1.73981296583332	0.000992626702153487	4	4
Q6WKZ4	RAB11FIP1	RAB11 family interacting protein 1	80223	Q6WKZ4	0.51792849202152	0.0272095682049551	4	4
Q6XQN6	NAPRT	nicotinate phosphoribosyltransferase	93100	Q6XQN6	0.376060678616271	0.833894885622664	2	3
Q6XUX3	DSTYK	dual serine/threonine and tyrosine protein kinase	25778	Q6XUX3	-1.79198547227156	0.151492573409089	2	2
Q6XZF7	DNMBP	dynamin binding protein	23268	Q6XZF7	-0.981927901601938	0.0141278493598045	4	4
Q6Y7W6	GIGYF2	GRB10 interacting GYF protein 2	26058	Q6Y7W6	0.608600561375632	0.126623577309372	4	4
Q6ZN18	AEBP2	AE binding protein 2	121536	Q6ZN18	0.0050346684234329	0.989618977361116	4	4
Q6ZN55	ZNF574	zinc finger protein 574	64763	Q6ZN55	0.765427754769757	0.351220524848509	3	4
Q6ZNB6	NFXL1	nuclear transcription factor, X-box binding like 1	152518	Q6ZNB6	-1.79074511180538	0.00428458583855035	4	4
Q6ZNC4	ZNF704	zinc finger protein 704	619279	Q6ZNC4	Inf	0	3	0
Q6ZNJ1	NBEAL2	neurobeachin like 2	23218	Q6ZNJ1	-0.479019097336979	0.193082138668126	4	4
Q6ZRI6	C15orf39	chromosome 15 open reading frame 39	56905	Q6ZRI6	-1.48359465031262	0.161144917233455	2	3
Q6ZRS2	SRCAP	Snf2 related CREBBP activator protein	10847	Q6ZRS2	-0.561753185899732	0.00724685310733908	4	4
Q6ZRV2	FAM83H	family with sequence similarity 83 member H	286077	Q6ZRV2	-2.14696049999962	0.000153739791840006	4	4
Q6ZS17	RIPOR1	RHO family interacting cell polarization regulator 1	79567	Q6ZS17	0.644215289265315	0.0455311420524283	4	4
Q6ZSR9	Q6ZSR9	NA	NA	Q6ZSR9	0.930329621573566	0.0196866754555343	4	4
Q6ZSZ5	ARHGEF18	Rho/Rac guanine nucleotide exchange factor 18	23370	Q6ZSZ5	-0.667963737026211	0.0687645240079122	4	4
Q6ZU65	UBN2	ubinuclein 2	254048	Q6ZU65	1.78803086612235	0.129619108293539	4	4
Q6ZU80	CEP128	centrosomal protein 128	145508	Q6ZU80	-1.31661777905061	0.0286686162499056	3	4
Q6ZUM4	ARHGAP27	Rho GTPase activating protein 27	201176	Q6ZUM4	-Inf	0	0	3
Q6ZUT6	CCDC9B	coiled-coil domain containing 9B	388115	Q6ZUT6	-4.74013846272215	0.000153739791840006	4	4
Q6ZUT9	DENND5B	DENN domain containing 5B	160518	Q6ZUT9	-0.624428333307064	0.0835451225622744	1	4
Q6ZV29	PNPLA7	patatin like phospholipase domain containing 7	375775	Q6ZV29	0.0671642861174474	0.757189518068841	3	4
Q6ZV73	FGD6	FYVE, RhoGEF and PH domain containing 6	55785	Q6ZV73	-0.206974198181648	0.647859836903664	1	4
Q6ZV89	SH2D5	SH2 domain containing 5	400745	Q6ZV89	-Inf	0	0	4
Q6ZVL6	KIAA1549L	KIAA1549 like	25758	Q6ZVL6	-Inf	0	0	2
Q6ZVM7	TOM1L2	target of myb1 like 2 membrane trafficking protein	146691	Q6ZVM7	-1.60442307998996	0.0212306948052461	3	4
Q6ZWT7	MBOAT2	membrane bound O-acyltransferase domain containing 2	129642	Q6ZWT7	-Inf	0	0	4
Q709C8	VPS13C	vacuolar protein sorting 13 homolog C	54832	Q709C8	0.223608733326384	0.830422136217276	4	3
Q70CQ2	USP34	ubiquitin specific peptidase 34	9736	Q70CQ2	Inf	0	3	0
Q70E73	RAPH1	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1	65059	Q70E73	-0.993748203268168	0.00768917173144278	4	4
Q70EL1	USP54	ubiquitin specific peptidase 54	159195	Q70EL1	-0.051286570991637	0.939470714013712	2	3
Q70EL4	USP43	ubiquitin specific peptidase 43	124739	Q70EL4	-0.0862098793969207	0.81260417404501	4	4
Q70J99	UNC13D	unc-13 homolog D	201294	Q70J99	0.26246729911245	0.523729469628735	4	4
Q71DI3	H3C14	H3 clustered histone 14	126961	Q71DI3	-3.09047538058889	0.00203834180549641	4	4
Q71F23	CENPU	centromere protein U	79682	Q71F23	-2.04393987965154	0.00969106793704732	4	4
Q71F56	MED13L	mediator complex subunit 13L	23389	Q71F56	0.0984718074767761	0.878303787577269	4	4
Q71RC2	LARP4	La ribonucleoprotein 4	113251	Q71RC2	0.0934732397841542	0.649658701136219	4	4
Q75QN2	INTS8	integrator complex subunit 8	55656	Q75QN2	-0.31820953392926	0.443359675924448	3	4
Q765P7	MTSS2	MTSS I-BAR domain containing 2	92154	Q765P7	3.53642317100119	0.0176487019486301	4	2
Q76FK4	NOL8	nucleolar protein 8	55035	Q76FK4	-1.21950782579131	0.00286439259688557	4	4
Q76I76	SSH2	slingshot protein phosphatase 2	85464	Q76I76	0.197492682993656	0.440120108175556	4	4
Q76L83	ASXL2	ASXL transcriptional regulator 2	55252	Q76L83	-0.293511303638829	0.105568621647011	4	4
Q7KZ85	SUPT6H	SPT6 homolog, histone chaperone and transcription elongation factor	6830	Q7KZ85	-0.315372644651308	0.32690310335767	4	4
Q7KZF4	SND1	staphylococcal nuclease and tudor domain containing 1	27044	Q7KZF4	0.231570883960462	0.395388137660898	4	4
Q7KZI7	MARK2	microtubule affinity regulating kinase 2	2011	Q7KZI7	0.61251977555109	0.113365118231653	4	4
Q7L1Q6	BZW1	basic leucine zipper and W2 domains 1	9689	Q7L1Q6	0.807261405941964	0.2497806998096	4	3
Q7L2J0	MEPCE	methylphosphate capping enzyme	56257	Q7L2J0	0.431041218735005	0.179466103163988	4	4
Q7L2Z9	CENPQ	centromere protein Q	55166	Q7L2Z9	-1.2577796772863	0.0264643520423942	2	4
Q7L4E1	MIGA2	mitoguardin 2	84895	Q7L4E1	-0.0322894941343367	0.923196644700053	4	4
Q7L4I2	RSRC2	arginine and serine rich coiled-coil 2	65117	Q7L4I2	-1.10947690401587	0.00911289999539154	4	4
Q7L523	RRAGA	Ras related GTP binding A	10670	Q7L523	Inf	0	2	0
Q7L590	MCM10	minichromosome maintenance 10 replication initiation factor	55388	Q7L590	-Inf	0	0	3
Q7L7V1	DHX32	DEAH-box helicase 32 (putative)	55760	Q7L7V1	0.705188026407064	0.405693615471566	2	2
Q7L7X3	TAOK1	TAO kinase 1	57551	Q7L7X3	-0.257858058510037	0.201772619868021	4	4
Q7L8J4	SH3BP5L	SH3 binding domain protein 5 like	80851	Q7L8J4	0.704555074102189	0.152377329325382	4	4
Q7L8L6	FASTKD5	FAST kinase domains 5	60493	Q7L8L6	Inf	0	4	0
Q7L9B9	EEPD1	endonuclease/exonuclease/phosphatase family domain containing 1	80820	Q7L9B9	1.67670828899176	0.0272095682049551	4	4
Q7LBC6	KDM3B	lysine demethylase 3B	51780	Q7LBC6	0.767191546285636	0.0427167797007305	4	4
Q7RTP6	MICAL3	microtubule associated monooxygenase, calponin and LIM domain containing 3	57553	Q7RTP6	-0.900299931780253	0.00594464229087302	4	4
Q7Z2E3	APTX	aprataxin	54840	Q7Z2E3	0.346619584914892	0.660146638798791	4	4
Q7Z2K8	GPRIN1	G protein regulated inducer of neurite outgrowth 1	114787	Q7Z2K8	-2.01589716545904	0.000885431327312186	4	4
Q7Z2T5	TRMT1L	tRNA methyltransferase 1 like	81627	Q7Z2T5	0.444411672041822	0.120925382309066	2	3
Q7Z2W4	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	56829	Q7Z2W4	0.13780687090398	0.562116993300242	4	4
Q7Z2Z1	TICRR	TOPBP1 interacting checkpoint and replication regulator	90381	Q7Z2Z1	0.209684666202645	0.0930206019403685	4	4
Q7Z309	FAM122B	family with sequence similarity 122B	159090	Q7Z309	0.159697044604722	0.586387527244605	4	4
Q7Z333	SETX	senataxin	23064	Q7Z333	-Inf	0	0	4
Q7Z340	ZNF551	zinc finger protein 551	90233	Q7Z340	Inf	0	4	0
Q7Z392	TRAPPC11	trafficking protein particle complex 11	60684	Q7Z392	Inf	0	4	0
Q7Z3B3	KANSL1	KAT8 regulatory NSL complex subunit 1	284058	Q7Z3B3	-0.147507067463276	0.735903627802005	4	4
Q7Z3C6	ATG9A	autophagy related 9A	79065	Q7Z3C6	0.796923000534131	0.213239664262886	4	2
Q7Z3D4	LYSMD3	LysM domain containing 3	116068	Q7Z3D4	0.290480198355069	0.455111845577592	4	4
Q7Z3J3	RGPD4	RANBP2 like and GRIP domain containing 4	285190	Q7Z3J3	0.158721057741202	0.111759730589456	4	4
Q7Z3K3	POGZ	pogo transposable element derived with ZNF domain	23126	Q7Z3K3	-0.147975134306173	0.402947382913547	4	4
Q7Z3K6	MIER3	MIER family member 3	166968	Q7Z3K6	-0.909772943279408	0.0961454167309371	2	4
Q7Z3T8	ZFYVE16	zinc finger FYVE-type containing 16	9765	Q7Z3T8	Inf	0	2	0
Q7Z3U7	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking	23041	Q7Z3U7	0.614893025413839	0.36888503208242	4	2
Q7Z401	DENND4A	DENN domain containing 4A	10260	Q7Z401	0.327317075675601	0.281980430544052	4	4
Q7Z404	TMC4	transmembrane channel like 4	147798	Q7Z404	Inf	0	2	0
Q7Z408	CSMD2	CUB and Sushi multiple domains 2	114784	Q7Z408	-0.49636589578265	0.697986009976199	3	1
Q7Z417	NUFIP2	nuclear FMR1 interacting protein 2	57532	Q7Z417	-0.481760514452598	0.0307342687063904	4	4
Q7Z422	SZRD1	SUZ RNA binding domain containing 1	26099	Q7Z422	-0.14610588005363	0.804920182049874	4	4
Q7Z434	MAVS	mitochondrial antiviral signaling protein	57506	Q7Z434	0.5295790937311	0.0855635969978192	4	4
Q7Z460	CLASP1	cytoplasmic linker associated protein 1	23332	Q7Z460	0.63417139861409	0.00546575430174799	4	4
Q7Z478	DHX29	DExH-box helicase 29	54505	Q7Z478	1.40295080115392	0.00283486313490772	4	4
Q7Z4H7	HAUS6	HAUS augmin like complex subunit 6	54801	Q7Z4H7	1.27258504278309	0.770743994704658	3	1
Q7Z4Q2	HEATR3	HEAT repeat containing 3	55027	Q7Z4Q2	0.0396897236419641	0.932443184866782	4	3
Q7Z4S6	KIF21A	kinesin family member 21A	55605	Q7Z4S6	0.0584882194275254	0.904327581361118	4	4
Q7Z4V5	HDGFL2	HDGF like 2	84717	Q7Z4V5	-0.772299264690453	0.0289395129286959	4	4
Q7Z569	BRAP	BRCA1 associated protein	8315	Q7Z569	-0.198404038733118	0.818252875136442	2	3
Q7Z589	EMSY	EMSY transcriptional repressor, BRCA2 interacting	56946	Q7Z589	0.0232710462312626	0.93315143219209	4	4
Q7Z5J4	RAI1	retinoic acid induced 1	10743	Q7Z5J4	-0.248215941986722	0.105414540519089	4	4
Q7Z5K2	WAPL	WAPL cohesin release factor	23063	Q7Z5K2	-1.46582546643121	0.00199818371785585	4	4
Q7Z5L9	IRF2BP2	interferon regulatory factor 2 binding protein 2	359948	Q7Z5L9	-0.802689145314846	0.0137389974033522	4	4
Q7Z628	NET1	neuroepithelial cell transforming 1	10276	Q7Z628	Inf	0	3	0
Q7Z699	SPRED1	sprouty related EVH1 domain containing 1	161742	Q7Z699	0.757551673541139	0.224242741653552	2	1
Q7Z6B7	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	57522	Q7Z6B7	-0.0179061936583282	0.984329864794237	4	3
Q7Z6E9	RBBP6	RB binding protein 6, ubiquitin ligase	5930	Q7Z6E9	0.0657323358208319	0.60910398521008	4	4
Q7Z6I8	C5orf24	chromosome 5 open reading frame 24	134553	Q7Z6I8	0.0472329350968637	0.927529934139563	4	4
Q7Z6J0	SH3RF1	SH3 domain containing ring finger 1	57630	Q7Z6J0	0.834774716600955	0.0173345828478387	4	4
Q7Z6J6	FRMD5	FERM domain containing 5	84978	Q7Z6J6	-2.18381629405486	0.0753668777359502	1	4
Q7Z6Z7	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	10075	Q7Z6Z7	-0.584763516752297	0.164481037185999	4	4
Q7Z739	YTHDF3	YTH N6-methyladenosine RNA binding protein 3	253943	Q7Z739	0.336082310990979	0.570928651034039	4	4
Q7Z7B1	PIGW	phosphatidylinositol glycan anchor biosynthesis class W	284098	Q7Z7B1	-1.90814398807096	0.0241564462863413	1	4
Q7Z7G8	VPS13B	vacuolar protein sorting 13 homolog B	157680	Q7Z7G8	-0.733125284461511	0.048788027355468	3	4
Q7Z7K6	CENPV	centromere protein V	201161	Q7Z7K6	0.805919323876588	0.112906804164475	3	1
Q7Z7L7	ZER1	zyg-11 related cell cycle regulator	10444	Q7Z7L7	-0.641567382910816	0.137160421571939	2	4
Q86SF2	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	51809	Q86SF2	-2.39234212504023	0.0286034199494815	2	4
Q86SQ0	PHLDB2	pleckstrin homology like domain family B member 2	90102	Q86SQ0	-0.402619033935604	0.0513526241762473	4	4
Q86SQ4	ADGRG6	adhesion G protein-coupled receptor G6	57211	Q86SQ4	0.578089350502003	0.272858477994589	4	1
Q86SQ7	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8	10806	Q86SQ7	0.28902100462282	0.745036057535185	4	4
Q86SU0	ILDR1	immunoglobulin like domain containing receptor 1	286676	Q86SU0	0.800440356754121	0.182037474725656	4	2
Q86T82	USP37	ubiquitin specific peptidase 37	57695	Q86T82	0.593801193658752	0.192718960720461	4	2
Q86TB9	PATL1	PAT1 homolog 1, processing body mRNA decay factor	219988	Q86TB9	1.00232516931707	0.0126445610010447	4	4
Q86TI0	TBC1D1	TBC1 domain family member 1	23216	Q86TI0	2.92524373901753	0.000307877768759163	4	4
Q86TM6	SYVN1	synoviolin 1	84447	Q86TM6	-0.451828063470915	0.227565541124233	4	4
Q86TN4	TRPT1	tRNA phosphotransferase 1	83707	Q86TN4	0.559756360866675	0.0872204196578714	4	4
Q86TV6	TTC7B	tetratricopeptide repeat domain 7B	145567	Q86TV6	1.3785581179858	0.0109662801462419	4	4
Q86U06	RBM23	RNA binding motif protein 23	55147	Q86U06	Inf	0	4	0
Q86U38	NOP9	NOP9 nucleolar protein	161424	Q86U38	-1.48981375410383	0.0522619008228575	4	3
Q86U42	PABPN1	poly(A) binding protein nuclear 1	8106	Q86U42	0.342610096007465	0.417030004222288	4	4
Q86U44	METTL3	methyltransferase like 3	56339	Q86U44	-1.03534106612905	0.205119309478601	1	3
Q86U70	LDB1	LIM domain binding 1	8861	Q86U70	-1.23459085694757	0.0201042910872646	4	4
Q86U86	PBRM1	polybromo 1	55193	Q86U86	-0.185792527816469	0.470073288898257	4	4
Q86U90	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	79693	Q86U90	1.12684867206433	0.00332326635438207	4	4
Q86UA6	RPAIN	RPA interacting protein	84268	Q86UA6	Inf	0	4	0
Q86UD0	SAPCD2	suppressor APC domain containing 2	89958	Q86UD0	Inf	0	3	0
Q86UE4	MTDH	metadherin	92140	Q86UE4	-0.441354618298623	0.0686381893530566	4	4
Q86UE8	TLK2	tousled like kinase 2	11011	Q86UE8	0.3232111505243	0.340664753297237	4	4
Q86UP2	KTN1	kinectin 1	3895	Q86UP2	-0.950175865380721	0.002668622840868	4	4
Q86UU0	BCL9L	BCL9 like	283149	Q86UU0	-0.832605438925146	0.0297264078046848	4	4
Q86UU1	PHLDB1	pleckstrin homology like domain family B member 1	23187	Q86UU1	0.252727417343806	0.270248225848624	4	4
Q86UW6	N4BP2	NEDD4 binding protein 2	55728	Q86UW6	0.158637409522569	0.90552259908111	3	3
Q86V15	CASZ1	castor zinc finger 1	54897	Q86V15	-0.526177855983602	0.303788972185679	2	4
Q86V25	VASH2	vasohibin 2	79805	Q86V25	-1.31473043766683	0.00660822104770901	3	4
Q86V48	LUZP1	leucine zipper protein 1	7798	Q86V48	-1.22577040081033	0.00358857169393563	4	4
Q86V81	ALYREF	Aly/REF export factor	10189	Q86V81	0.677745069516951	0.225123426091046	4	3
Q86VE0	MYPOP	Myb related transcription factor, partner of profilin	339344	Q86VE0	0.574546490756671	0.10927724673874	4	4
Q86VE9	SERINC5	serine incorporator 5	256987	Q86VE9	Inf	0	3	0
Q86VI3	IQGAP3	IQ motif containing GTPase activating protein 3	128239	Q86VI3	0.0180551434897012	0.971948545151948	4	4
Q86VM9	ZC3H18	zinc finger CCCH-type containing 18	124245	Q86VM9	-0.386398444642242	0.0163067715637681	4	4
Q86VQ1	GLCCI1	glucocorticoid induced 1	113263	Q86VQ1	0.351794347902112	0.20837076721741	4	4
Q86VR2	RETREG3	reticulophagy regulator family member 3	162427	Q86VR2	-0.798193866707479	0.126260469036199	4	4
Q86VS8	HOOK3	hook microtubule tethering protein 3	84376	Q86VS8	0.187328824883268	0.657427115894253	3	4
Q86W56	BPHL	biphenyl hydrolase like	670	Q86W56	0.04658126587488	0.975222990493565	4	4
Q86W92	PPFIBP1	PPFIA binding protein 1	8496	Q86W92	0.352639340189703	0.122497459457254	4	4
Q86WB0	ZC3HC1	zinc finger C3HC-type containing 1	51530	Q86WB0	0.0967795777938943	0.499899520285477	4	4
Q86WC4	OSTM1	osteoclastogenesis associated transmembrane protein 1	28962	Q86WC4	1.58170793451512	0.0570039523321234	4	3
Q86WI1	PKHD1L1	PKHD1 like 1	93035	Q86WI1	-0.926012512641368	0.0371497913909694	4	4
Q86WK6	AMIGO1	adhesion molecule with Ig like domain 1	57463	Q86WK6	Inf	0	2	0
Q86WR7	PROSER2	proline and serine rich 2	254427	Q86WR7	2.08791728286473	0.00064615751844702	4	4
Q86X02	CDR2L	cerebellar degeneration related protein 2 like	30850	Q86X02	3.19713360711279	0.000393472280934329	4	4
Q86X10	RALGAPB	Ral GTPase activating protein non-catalytic subunit beta	57148	Q86X10	1.52649405639472	0.0103685038173462	4	4
Q86X27	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	55103	Q86X27	0.210208573467949	0.580341007144751	4	4
Q86X29	LSR	lipolysis stimulated lipoprotein receptor	51599	Q86X29	2.09933477314923	0.000913020981300347	4	4
Q86X95	CIR1	corepressor interacting with RBPJ, CIR1	9541	Q86X95	-0.509437727163329	0.0402326558652674	4	4
Q86XA9	HEATR5A	HEAT repeat containing 5A	25938	Q86XA9	0.189290896034504	0.301951166945918	4	4
Q86XJ1	GAS2L3	growth arrest specific 2 like 3	283431	Q86XJ1	-1.11280850589829	0.0206253343153184	4	4
Q86XK2	FBXO11	F-box protein 11	80204	Q86XK2	0.820887262639147	0.178231448576248	4	1
Q86XL3	ANKLE2	ankyrin repeat and LEM domain containing 2	23141	Q86XL3	0.423032278305102	0.0393816964537224	4	4
Q86XN7	PROSER1	proline and serine rich 1	80209	Q86XN7	0.937224655516209	0.0900077245742631	2	4
Q86XP3	DDX42	DEAD-box helicase 42	11325	Q86XP3	0.50702912916004	0.121676454137023	4	4
Q86Y07	VRK2	VRK serine/threonine kinase 2	7444	Q86Y07	-1.48745730079815	0.0243185800236644	4	4
Q86Y82	STX12	syntaxin 12	23673	Q86Y82	-2.8027969402371	0.000328304109097808	4	4
Q86Y91	KIF18B	kinesin family member 18B	146909	Q86Y91	0.600126269944646	0.393808439025322	4	4
