Protein	Gene	ProteinName	EntrezID	ProteinRef	Comparison	log2FC	pvalue	adj.pvalue	imputed	iLog2FC	iPvalue	Cal33	HSC6	CMA	Species
Q7Z340	ZNF551	zinc finger protein 551	90233	Q7Z340	Cal33-HSC6	Inf	NA	0	yes	7.1825122238284	0.034926	4	0	Cal33	human
Q7Z392	TRAPPC11	trafficking protein particle complex 11	60684	Q7Z392	Cal33-HSC6	Inf	NA	0	yes	6.23457444022158	0.0405549	4	0	Cal33	human
Q7Z3B3	KANSL1	KAT8 regulatory NSL complex subunit 1	284058	Q7Z3B3	Cal33-HSC6	-0.147507067463276	0.658938832557637	0.735903627802005	no	-0.147507067463276	0.735903627802005	4	4	HSC6	human
Q7Z3C6	ATG9A	autophagy related 9A	79065	Q7Z3C6	Cal33-HSC6	0.796923000534131	0.135016068829767	0.213239664262886	no	0.796923000534131	0.213239664262886	4	2	Cal33	human
Q7Z3D4	LYSMD3	LysM domain containing 3	116068	Q7Z3D4	Cal33-HSC6	0.290480198355069	0.353769415139617	0.455111845577592	no	0.290480198355069	0.455111845577592	4	4	Cal33	human
Q7Z3J3	RGPD4	RANBP2 like and GRIP domain containing 4	285190	Q7Z3J3	Cal33-HSC6	0.158721057741202	0.0581964928760419	0.111759730589456	no	0.158721057741202	0.111759730589456	4	4	Cal33	human
Q7Z3K3	POGZ	pogo transposable element derived with ZNF domain	23126	Q7Z3K3	Cal33-HSC6	-0.147975134306173	0.304361952232123	0.402947382913547	no	-0.147975134306173	0.402947382913547	4	4	HSC6	human
Q7Z3K6	MIER3	MIER family member 3	166968	Q7Z3K6	Cal33-HSC6	-0.909772943279408	0.0482840833394373	0.0961454167309371	no	-0.909772943279408	0.0961454167309371	2	4	HSC6	human
Q7Z3T8	ZFYVE16	zinc finger FYVE-type containing 16	9765	Q7Z3T8	Cal33-HSC6	Inf	NA	0	yes	3.20819839736038	0.0403631	2	0	Cal33	human
Q7Z3U7	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking	23041	Q7Z3U7	Cal33-HSC6	0.614893025413839	0.272377107545782	0.36888503208242	no	0.614893025413839	0.36888503208242	4	2	Cal33	human
Q7Z401	DENND4A	DENN domain containing 4A	10260	Q7Z401	Cal33-HSC6	0.327317075675601	0.193595860920005	0.281980430544052	no	0.327317075675601	0.281980430544052	4	4	Cal33	human
Q7Z404	TMC4	transmembrane channel like 4	147798	Q7Z404	Cal33-HSC6	Inf	NA	0	yes	1.9978355360049	0.0163527	2	0	Cal33	human
Q7Z408	CSMD2	CUB and Sushi multiple domains 2	114784	Q7Z408	Cal33-HSC6	-0.49636589578265	0.613806792692638	0.697986009976199	no	-0.49636589578265	0.697986009976199	3	1	HSC6	human
Q7Z417	NUFIP2	nuclear FMR1 interacting protein 2	57532	Q7Z417	Cal33-HSC6	-0.481760514452598	0.0107820911259542	0.0307342687063904	no	-0.481760514452598	0.0307342687063904	4	4	HSC6	human
Q7Z422	SZRD1	SUZ RNA binding domain containing 1	26099	Q7Z422	Cal33-HSC6	-0.14610588005363	0.742478195565477	0.804920182049874	no	-0.14610588005363	0.804920182049874	4	4	HSC6	human
Q7Z434	MAVS	mitochondrial antiviral signaling protein	57506	Q7Z434	Cal33-HSC6	0.5295790937311	0.0413844030705532	0.0855635969978192	no	0.5295790937311	0.0855635969978192	4	4	Cal33	human
Q7Z460	CLASP1	cytoplasmic linker associated protein 1	23332	Q7Z460	Cal33-HSC6	0.63417139861409	0.000860032319464743	0.00546575430174799	no	0.63417139861409	0.00546575430174799	4	4	Cal33	human
Q7Z478	DHX29	DExH-box helicase 29	54505	Q7Z478	Cal33-HSC6	1.40295080115392	0.000333201134001371	0.00283486313490772	no	1.40295080115392	0.00283486313490772	4	4	Cal33	human
Q7Z4H7	HAUS6	HAUS augmin like complex subunit 6	54801	Q7Z4H7	Cal33-HSC6	1.27258504278309	0.70006018614506	0.770743994704658	no	1.27258504278309	0.770743994704658	3	1	Cal33	human
Q7Z4Q2	HEATR3	HEAT repeat containing 3	55027	Q7Z4Q2	Cal33-HSC6	0.0396897236419641	0.902507823888809	0.932443184866782	no	0.0396897236419641	0.932443184866782	4	3	Cal33	human
Q7Z4S6	KIF21A	kinesin family member 21A	55605	Q7Z4S6	Cal33-HSC6	0.0584882194275254	0.862292254086794	0.904327581361118	no	0.0584882194275254	0.904327581361118	4	4	Cal33	human
Q7Z4V5	HDGFL2	HDGF like 2	84717	Q7Z4V5	Cal33-HSC6	-0.772299264690453	0.00988887878970512	0.0289395129286959	no	-0.772299264690453	0.0289395129286959	4	4	HSC6	human
Q7Z569	BRAP	BRCA1 associated protein	8315	Q7Z569	Cal33-HSC6	-0.198404038733118	0.760173368295727	0.818252875136442	no	-0.198404038733118	0.818252875136442	2	3	HSC6	human
Q7Z589	EMSY	EMSY transcriptional repressor, BRCA2 interacting	56946	Q7Z589	Cal33-HSC6	0.0232710462312626	0.903550837138258	0.93315143219209	no	0.0232710462312626	0.93315143219209	4	4	Cal33	human
Q7Z5J4	RAI1	retinoic acid induced 1	10743	Q7Z5J4	Cal33-HSC6	-0.248215941986722	0.0536342825505416	0.105414540519089	no	-0.248215941986722	0.105414540519089	4	4	HSC6	human
Q7Z5K2	WAPL	WAPL cohesin release factor	23063	Q7Z5K2	Cal33-HSC6	-1.46582546643121	0.000184505657364831	0.00199818371785585	no	-1.46582546643121	0.00199818371785585	4	4	HSC6	human
Q7Z5L9	IRF2BP2	interferon regulatory factor 2 binding protein 2	359948	Q7Z5L9	Cal33-HSC6	-0.802689145314846	0.00342611932734349	0.0137389974033522	no	-0.802689145314846	0.0137389974033522	4	4	HSC6	human
Q7Z628	NET1	neuroepithelial cell transforming 1	10276	Q7Z628	Cal33-HSC6	Inf	NA	0	yes	4.7611370190267	0.0114535	3	0	Cal33	human
Q7Z699	SPRED1	sprouty related EVH1 domain containing 1	161742	Q7Z699	Cal33-HSC6	0.757551673541139	0.144870389315753	0.224242741653552	no	0.757551673541139	0.224242741653552	2	1	Cal33	human
Q7Z6B7	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	57522	Q7Z6B7	Cal33-HSC6	-0.0179061936583282	0.977948568441932	0.984329864794237	no	-0.0179061936583282	0.984329864794237	4	3	HSC6	human
Q7Z6E9	RBBP6	RB binding protein 6, ubiquitin ligase	5930	Q7Z6E9	Cal33-HSC6	0.0657323358208319	0.513549907650208	0.60910398521008	no	0.0657323358208319	0.60910398521008	4	4	Cal33	human
Q7Z6I8	C5orf24	chromosome 5 open reading frame 24	134553	Q7Z6I8	Cal33-HSC6	0.0472329350968637	0.896651110955269	0.927529934139563	no	0.0472329350968637	0.927529934139563	4	4	Cal33	human
Q7Z6J0	SH3RF1	SH3 domain containing ring finger 1	57630	Q7Z6J0	Cal33-HSC6	0.834774716600955	0.00475285515897084	0.0173345828478387	no	0.834774716600955	0.0173345828478387	4	4	Cal33	human
Q7Z6J6	FRMD5	FERM domain containing 5	84978	Q7Z6J6	Cal33-HSC6	-2.18381629405486	0.035032342666208	0.0753668777359502	no	-2.18381629405486	0.0753668777359502	1	4	HSC6	human
Q7Z6Z7	HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1	10075	Q7Z6Z7	Cal33-HSC6	-0.584763516752297	0.0966011134560039	0.164481037185999	no	-0.584763516752297	0.164481037185999	4	4	HSC6	human
Q7Z739	YTHDF3	YTH N6-methyladenosine RNA binding protein 3	253943	Q7Z739	Cal33-HSC6	0.336082310990979	0.470872687693275	0.570928651034039	no	0.336082310990979	0.570928651034039	4	4	Cal33	human
Q7Z7B1	PIGW	phosphatidylinositol glycan anchor biosynthesis class W	284098	Q7Z7B1	Cal33-HSC6	-1.90814398807096	0.0076171708767232	0.0241564462863413	no	-1.90814398807096	0.0241564462863413	1	4	HSC6	human
Q7Z7G8	VPS13B	vacuolar protein sorting 13 homolog B	157680	Q7Z7G8	Cal33-HSC6	-0.733125284461511	0.0197971518037892	0.048788027355468	no	-0.733125284461511	0.048788027355468	3	4	HSC6	human
Q7Z7K6	CENPV	centromere protein V	201161	Q7Z7K6	Cal33-HSC6	0.805919323876588	0.05900657102063	0.112906804164475	no	0.805919323876588	0.112906804164475	3	1	Cal33	human
Q7Z7L7	ZER1	zyg-11 related cell cycle regulator	10444	Q7Z7L7	Cal33-HSC6	-0.641567382910816	0.0767650349375613	0.137160421571939	no	-0.641567382910816	0.137160421571939	2	4	HSC6	human
Q86SF2	GALNT7	polypeptide N-acetylgalactosaminyltransferase 7	51809	Q86SF2	Cal33-HSC6	-2.39234212504023	0.00964826414125097	0.0286034199494815	no	-2.39234212504023	0.0286034199494815	2	4	HSC6	human
Q86SQ0	PHLDB2	pleckstrin homology like domain family B member 2	90102	Q86SQ0	Cal33-HSC6	-0.402619033935604	0.0211926344747453	0.0513526241762473	no	-0.402619033935604	0.0513526241762473	4	4	HSC6	human
Q86SQ4	ADGRG6	adhesion G protein-coupled receptor G6	57211	Q86SQ4	Cal33-HSC6	0.578089350502003	0.185619178183505	0.272858477994589	no	0.578089350502003	0.272858477994589	4	1	Cal33	human
Q86SQ7	SDCCAG8	SHH signaling and ciliogenesis regulator SDCCAG8	10806	Q86SQ7	Cal33-HSC6	0.28902100462282	0.66969007432968	0.745036057535185	no	0.28902100462282	0.745036057535185	4	4	Cal33	human
Q86SU0	ILDR1	immunoglobulin like domain containing receptor 1	286676	Q86SU0	Cal33-HSC6	0.800440356754121	0.109771341543109	0.182037474725656	no	0.800440356754121	0.182037474725656	4	2	Cal33	human
Q86T82	USP37	ubiquitin specific peptidase 37	57695	Q86T82	Cal33-HSC6	0.593801193658752	0.118633531096766	0.192718960720461	no	0.593801193658752	0.192718960720461	4	2	Cal33	human
Q86TB9	PATL1	PAT1 homolog 1, processing body mRNA decay factor	219988	Q86TB9	Cal33-HSC6	1.00232516931707	0.0030459730803396	0.0126445610010447	no	1.00232516931707	0.0126445610010447	4	4	Cal33	human
Q86TI0	TBC1D1	TBC1 domain family member 1	23216	Q86TI0	Cal33-HSC6	2.92524373901753	5.41493563144257e-06	0.000307877768759163	no	2.92524373901753	0.000307877768759163	4	4	Cal33	human
Q86TM6	SYVN1	synoviolin 1	84447	Q86TM6	Cal33-HSC6	-0.451828063470915	0.147977454449994	0.227565541124233	no	-0.451828063470915	0.227565541124233	4	4	HSC6	human
Q86TN4	TRPT1	tRNA phosphotransferase 1	83707	Q86TN4	Cal33-HSC6	0.559756360866675	0.0424049025221058	0.0872204196578714	no	0.559756360866675	0.0872204196578714	4	4	Cal33	human
Q86TV6	TTC7B	tetratricopeptide repeat domain 7B	145567	Q86TV6	Cal33-HSC6	1.3785581179858	0.0024591469925932	0.0109662801462419	no	1.3785581179858	0.0109662801462419	4	4	Cal33	human
Q86U06	RBM23	RNA binding motif protein 23	55147	Q86U06	Cal33-HSC6	Inf	NA	0	yes	5.90329502567695	0.0183068	4	0	Cal33	human
Q86U38	NOP9	NOP9 nucleolar protein	161424	Q86U38	Cal33-HSC6	-1.48981375410383	0.0218027912407561	0.0522619008228575	no	-1.48981375410383	0.0522619008228575	4	3	HSC6	human
Q86U42	PABPN1	poly(A) binding protein nuclear 1	8106	Q86U42	Cal33-HSC6	0.342610096007465	0.317487666531039	0.417030004222288	no	0.342610096007465	0.417030004222288	4	4	Cal33	human
Q86U44	METTL3	methyltransferase like 3	56339	Q86U44	Cal33-HSC6	-1.03534106612905	0.128392834105167	0.205119309478601	no	-1.03534106612905	0.205119309478601	1	3	HSC6	human
Q86U70	LDB1	LIM domain binding 1	8861	Q86U70	Cal33-HSC6	-1.23459085694757	0.00593531206722009	0.0201042910872646	no	-1.23459085694757	0.0201042910872646	4	4	HSC6	human
Q86U86	PBRM1	polybromo 1	55193	Q86U86	Cal33-HSC6	-0.185792527816469	0.369090207991722	0.470073288898257	no	-0.185792527816469	0.470073288898257	4	4	HSC6	human
Q86U90	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	79693	Q86U90	Cal33-HSC6	1.12684867206433	0.000414885605772186	0.00332326635438207	no	1.12684867206433	0.00332326635438207	4	4	Cal33	human
Q86UA6	RPAIN	RPA interacting protein	84268	Q86UA6	Cal33-HSC6	Inf	NA	0	yes	5.25960382082095	0.0413608	4	0	Cal33	human
Q86UD0	SAPCD2	suppressor APC domain containing 2	89958	Q86UD0	Cal33-HSC6	Inf	NA	0	yes	5.84812920351875	0.0222428	3	0	Cal33	human
Q86UE4	MTDH	metadherin	92140	Q86UE4	Cal33-HSC6	-0.441354618298623	0.0309166308995239	0.0686381893530566	no	-0.441354618298623	0.0686381893530566	4	4	HSC6	human
Q86UE8	TLK2	tousled like kinase 2	11011	Q86UE8	Cal33-HSC6	0.3232111505243	0.246297192867538	0.340664753297237	no	0.3232111505243	0.340664753297237	4	4	Cal33	human
Q86UP2	KTN1	kinectin 1	3895	Q86UP2	Cal33-HSC6	-0.950175865380721	0.000291647863908562	0.002668622840868	no	-0.950175865380721	0.002668622840868	4	4	HSC6	human
Q86UU0	BCL9L	BCL9 like	283149	Q86UU0	Cal33-HSC6	-0.832605438925146	0.010269801691317	0.0297264078046848	no	-0.832605438925146	0.0297264078046848	4	4	HSC6	human
Q86UU1	PHLDB1	pleckstrin homology like domain family B member 1	23187	Q86UU1	Cal33-HSC6	0.252727417343806	0.18333422356565	0.270248225848624	no	0.252727417343806	0.270248225848624	4	4	Cal33	human
Q86UW6	N4BP2	NEDD4 binding protein 2	55728	Q86UW6	Cal33-HSC6	0.158637409522569	0.864340419084149	0.90552259908111	no	0.158637409522569	0.90552259908111	3	3	Cal33	human
Q86V15	CASZ1	castor zinc finger 1	54897	Q86V15	Cal33-HSC6	-0.526177855983602	0.211621840548943	0.303788972185679	no	-0.526177855983602	0.303788972185679	2	4	HSC6	human
Q86V25	VASH2	vasohibin 2	79805	Q86V25	Cal33-HSC6	-1.31473043766683	0.00115602359408729	0.00660822104770901	no	-1.31473043766683	0.00660822104770901	3	4	HSC6	human
Q86V48	LUZP1	leucine zipper protein 1	7798	Q86V48	Cal33-HSC6	-1.22577040081033	0.000467731549303796	0.00358857169393563	no	-1.22577040081033	0.00358857169393563	4	4	HSC6	human
Q86V81	ALYREF	Aly/REF export factor	10189	Q86V81	Cal33-HSC6	0.677745069516951	0.145722167454034	0.225123426091046	no	0.677745069516951	0.225123426091046	4	3	Cal33	human
Q86VE0	MYPOP	Myb related transcription factor, partner of profilin	339344	Q86VE0	Cal33-HSC6	0.574546490756671	0.0564233020221385	0.10927724673874	no	0.574546490756671	0.10927724673874	4	4	Cal33	human
Q86VE9	SERINC5	serine incorporator 5	256987	Q86VE9	Cal33-HSC6	Inf	NA	0	yes	4.35811169548843	0.0354409	3	0	Cal33	human
Q86VI3	IQGAP3	IQ motif containing GTPase activating protein 3	128239	Q86VI3	Cal33-HSC6	0.0180551434897012	0.958211835185919	0.971948545151948	no	0.0180551434897012	0.971948545151948	4	4	Cal33	human
Q86VM9	ZC3H18	zinc finger CCCH-type containing 18	124245	Q86VM9	Cal33-HSC6	-0.386398444642242	0.00436924634273739	0.0163067715637681	no	-0.386398444642242	0.0163067715637681	4	4	HSC6	human
Q86VQ1	GLCCI1	glucocorticoid induced 1	113263	Q86VQ1	Cal33-HSC6	0.351794347902112	0.131213375713224	0.20837076721741	no	0.351794347902112	0.20837076721741	4	4	Cal33	human
Q86VR2	RETREG3	reticulophagy regulator family member 3	162427	Q86VR2	Cal33-HSC6	-0.798193866707479	0.0685466921063942	0.126260469036199	no	-0.798193866707479	0.126260469036199	4	4	HSC6	human
Q86VS8	HOOK3	hook microtubule tethering protein 3	84376	Q86VS8	Cal33-HSC6	0.187328824883268	0.568121969410333	0.657427115894253	no	0.187328824883268	0.657427115894253	3	4	Cal33	human
Q86W56	BPHL	biphenyl hydrolase like	670	Q86W56	Cal33-HSC6	0.04658126587488	0.963584022642197	0.975222990493565	no	0.04658126587488	0.975222990493565	4	4	Cal33	human
Q86W92	PPFIBP1	PPFIA binding protein 1	8496	Q86W92	Cal33-HSC6	0.352639340189703	0.0653156888528714	0.122497459457254	no	0.352639340189703	0.122497459457254	4	4	Cal33	human
Q86WB0	ZC3HC1	zinc finger C3HC-type containing 1	51530	Q86WB0	Cal33-HSC6	0.0967795777938943	0.398632186559305	0.499899520285477	no	0.0967795777938943	0.499899520285477	4	4	Cal33	human
Q86WC4	OSTM1	osteoclastogenesis associated transmembrane protein 1	28962	Q86WC4	Cal33-HSC6	1.58170793451512	0.0244021316044862	0.0570039523321234	no	1.58170793451512	0.0570039523321234	4	3	Cal33	human
Q86WI1	PKHD1L1	PKHD1 like 1	93035	Q86WI1	Cal33-HSC6	-0.926012512641368	0.0139311717716135	0.0371497913909694	no	-0.926012512641368	0.0371497913909694	4	4	HSC6	human
Q86WK6	AMIGO1	adhesion molecule with Ig like domain 1	57463	Q86WK6	Cal33-HSC6	Inf	NA	0	yes	1.43001984369138	0.0465462	2	0	Cal33	human
Q86WR7	PROSER2	proline and serine rich 2	254427	Q86WR7	Cal33-HSC6	2.08791728286473	2.51644259696704e-05	0.00064615751844702	no	2.08791728286473	0.00064615751844702	4	4	Cal33	human
Q86X02	CDR2L	cerebellar degeneration related protein 2 like	30850	Q86X02	Cal33-HSC6	3.19713360711279	1.06277060805127e-05	0.000393472280934329	no	3.19713360711279	0.000393472280934329	4	4	Cal33	human
Q86X10	RALGAPB	Ral GTPase activating protein non-catalytic subunit beta	57148	Q86X10	Cal33-HSC6	1.52649405639472	0.00227299486950616	0.0103685038173462	no	1.52649405639472	0.0103685038173462	4	4	Cal33	human
Q86X27	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	55103	Q86X27	Cal33-HSC6	0.210208573467949	0.481734070943334	0.580341007144751	no	0.210208573467949	0.580341007144751	4	4	Cal33	human
Q86X29	LSR	lipolysis stimulated lipoprotein receptor	51599	Q86X29	Cal33-HSC6	2.09933477314923	4.73203622703977e-05	0.000913020981300347	no	2.09933477314923	0.000913020981300347	4	4	Cal33	human
Q86X95	CIR1	corepressor interacting with RBPJ, CIR1	9541	Q86X95	Cal33-HSC6	-0.509437727163329	0.0153131430638611	0.0402326558652674	no	-0.509437727163329	0.0402326558652674	4	4	HSC6	human
Q86XA9	HEATR5A	HEAT repeat containing 5A	25938	Q86XA9	Cal33-HSC6	0.189290896034504	0.209818739529819	0.301951166945918	no	0.189290896034504	0.301951166945918	4	4	Cal33	human
Q86XJ1	GAS2L3	growth arrest specific 2 like 3	283431	Q86XJ1	Cal33-HSC6	-1.11280850589829	0.00610209325534861	0.0206253343153184	no	-1.11280850589829	0.0206253343153184	4	4	HSC6	human
Q86XK2	FBXO11	F-box protein 11	80204	Q86XK2	Cal33-HSC6	0.820887262639147	0.106972455473998	0.178231448576248	no	0.820887262639147	0.178231448576248	4	1	Cal33	human
Q86XL3	ANKLE2	ankyrin repeat and LEM domain containing 2	23141	Q86XL3	Cal33-HSC6	0.423032278305102	0.0149289282725009	0.0393816964537224	no	0.423032278305102	0.0393816964537224	4	4	Cal33	human
Q86XN7	PROSER1	proline and serine rich 1	80209	Q86XN7	Cal33-HSC6	0.937224655516209	0.0440144557669999	0.0900077245742631	no	0.937224655516209	0.0900077245742631	2	4	Cal33	human
Q86XP3	DDX42	DEAD-box helicase 42	11325	Q86XP3	Cal33-HSC6	0.50702912916004	0.0646215087769177	0.121676454137023	no	0.50702912916004	0.121676454137023	4	4	Cal33	human
Q86Y07	VRK2	VRK serine/threonine kinase 2	7444	Q86Y07	Cal33-HSC6	-1.48745730079815	0.0076912091971828	0.0243185800236644	no	-1.48745730079815	0.0243185800236644	4	4	HSC6	human
Q86Y82	STX12	syntaxin 12	23673	Q86Y82	Cal33-HSC6	-2.8027969402371	6.8052987438616e-06	0.000328304109097808	no	-2.8027969402371	0.000328304109097808	4	4	HSC6	human
Q86Y91	KIF18B	kinesin family member 18B	146909	Q86Y91	Cal33-HSC6	0.600126269944646	0.29502830488748	0.393808439025322	no	0.600126269944646	0.393808439025322	4	4	Cal33	human
Q86YC2	PALB2	partner and localizer of BRCA2	79728	Q86YC2	Cal33-HSC6	1.47932510074245	0.00182638449467554	0.00902982644572502	no	1.47932510074245	0.00902982644572502	4	4	Cal33	human
Q86YD1	PTOV1	PTOV1 extended AT-hook containing adaptor protein	53635	Q86YD1	Cal33-HSC6	1.0853089197916	0.00334421655576334	0.0134955456445506	no	1.0853089197916	0.0134955456445506	4	4	Cal33	human
Q86YF9	DZIP1	DAZ interacting zinc finger protein 1	22873	Q86YF9	Cal33-HSC6	Inf	NA	0	yes	3.40332230750415	0.0146437	2	0	Cal33	human
Q86YL5	TDRP	testis development related protein	157695	Q86YL5	Cal33-HSC6	-0.0865312696019437	0.84210940867051	0.887545963987721	no	-0.0865312696019437	0.887545963987721	4	4	HSC6	human
Q86YP4	GATAD2A	GATA zinc finger domain containing 2A	54815	Q86YP4	Cal33-HSC6	-0.975202943429609	0.013842876454335	0.036976274018962	no	-0.975202943429609	0.036976274018962	4	4	HSC6	human
Q86YS7	C2CD5	C2 calcium dependent domain containing 5	9847	Q86YS7	Cal33-HSC6	0.288946803136092	0.235292862304547	0.329741405623978	no	0.288946803136092	0.329741405623978	4	4	Cal33	human
Q86YT6	MIB1	mindbomb E3 ubiquitin protein ligase 1	57534	Q86YT6	Cal33-HSC6	-0.31172987788577	0.453636480001135	0.553914583499829	no	-0.31172987788577	0.553914583499829	3	4	HSC6	human
Q86YV5	PRAG1	PEAK1 related, kinase-activating pseudokinase 1	157285	Q86YV5	Cal33-HSC6	0.018310110402899	0.95041191662753	0.966191424821857	no	0.018310110402899	0.966191424821857	4	4	Cal33	human
Q86Z02	HIPK1	homeodomain interacting protein kinase 1	204851	Q86Z02	Cal33-HSC6	-0.0667505245611559	0.809545663011539	0.85919779700958	no	-0.0667505245611559	0.85919779700958	2	4	HSC6	human
Q8IU60	DCP2	decapping mRNA 2	167227	Q8IU60	Cal33-HSC6	Inf	NA	0	yes	4.59798148006913	0.0188298	3	0	Cal33	human
Q8IU68	TMC8	transmembrane channel like 8	147138	Q8IU68	Cal33-HSC6	-1.16322872754562	0.180388228431467	0.266646294951621	no	-1.16322872754562	0.266646294951621	2	3	HSC6	human
Q8IU81	IRF2BP1	interferon regulatory factor 2 binding protein 1	26145	Q8IU81	Cal33-HSC6	0.06561019307162	0.75736802985204	0.81598213962107	no	0.06561019307162	0.81598213962107	4	4	Cal33	human
Q8IUD2	ERC1	ELKS/RAB6-interacting/CAST family member 1	23085	Q8IUD2	Cal33-HSC6	-1.11281127322409	0.00560612177871733	0.0194020562428652	no	-1.11281127322409	0.0194020562428652	4	4	HSC6	human
Q8IUF8	RIOX2	ribosomal oxygenase 2	84864	Q8IUF8	Cal33-HSC6	1.84584247573198	0.000115833016200551	0.00160372297294842	no	1.84584247573198	0.00160372297294842	4	4	Cal33	human
Q8IUW5	RELL1	RELT like 1	768211	Q8IUW5	Cal33-HSC6	-0.524100573125569	0.0450375996875574	0.0915122638195167	no	-0.524100573125569	0.0915122638195167	4	4	HSC6	human
Q8IV32	CCDC71	coiled-coil domain containing 71	64925	Q8IV32	Cal33-HSC6	0.146974300683246	0.692149937038155	0.76441394364533	no	0.146974300683246	0.76441394364533	4	4	Cal33	human
Q8IV36	HID1	HID1 domain containing	283987	Q8IV36	Cal33-HSC6	0.0266479841995796	0.949109425538443	0.965175474581412	no	0.0266479841995796	0.965175474581412	3	2	Cal33	human
Q8IV50	LYSMD2	LysM domain containing 2	256586	Q8IV50	Cal33-HSC6	0.202339235575225	0.553140390729037	0.642773359153742	no	0.202339235575225	0.642773359153742	4	4	Cal33	human
Q8IV56	PRR15	proline rich 15	222171	Q8IV56	Cal33-HSC6	-1.1323946951639	0.0978503700007116	0.166162974977208	no	-1.1323946951639	0.166162974977208	1	4	HSC6	human
Q8IV63	VRK3	VRK serine/threonine kinase 3	51231	Q8IV63	Cal33-HSC6	0.630815821943519	0.0514053510413097	0.101535135059262	no	0.630815821943519	0.101535135059262	4	4	Cal33	human
Q8IVD9	NUDCD3	NudC domain containing 3	23386	Q8IVD9	Cal33-HSC6	-Inf	NA	0	yes	-3.81903006732173	0.0343474	0	3	HSC6	human
Q8IVF2	AHNAK2	AHNAK nucleoprotein 2	113146	Q8IVF2	Cal33-HSC6	-3.20733806076993	6.38234478085309e-05	0.00109254762270087	no	-3.20733806076993	0.00109254762270087	4	4	HSC6	human
Q8IVH2	FOXP4	forkhead box P4	116113	Q8IVH2	Cal33-HSC6	0.583466915890066	0.0681824201666617	0.125850913513421	no	0.583466915890066	0.125850913513421	4	4	Cal33	human
Q8IVH8	MAP4K3	mitogen-activated protein kinase kinase kinase kinase 3	8491	Q8IVH8	Cal33-HSC6	-0.488253829145611	0.493020997863988	0.589477603153938	no	-0.488253829145611	0.589477603153938	1	3	HSC6	human
